8.39e-7,2.77e-6,1.13e-6,8.43e-7,2.22e-6,7.58e-7
3.32e-7,2.04e-6,1.78e-6,3.29e-7,2.36e-6,1.2e-6
6.5,6.5,6.5,16.0,16.0,16.0
0.002853432,0.012540413,0.007938224,0.0024024178,0.011754466,0.0047323885
0.0056996755,0.025084214,0.015870992,0.0048026415,0.023523869,0.0094639165
0.0085388515,0.037630904,0.023798224,0.007200675,0.03530798,0.01419456
0.0113713555,0.050179984,0.03171971,0.009596522,0.047106553,0.018924294
0.014197258,0.06273095,0.039635446,0.011990188,0.058919333,0.023653038
0.01701649,0.07528337,0.04754547,0.01438168,0.070745975,0.028380662
0.019828983,0.087836586,0.05544982,0.016771033,0.08258619,0.03310718
0.022634666,0.100390054,0.06334854,0.019158265,0.09443975,0.03783261
0.025433498,0.11294326,0.071241505,0.02154337,0.106306404,0.04255697
0.028226113,0.12549569,0.079128385,0.023926346,0.11818589,0.047280274
0.031012742,0.13804683,0.0870092,0.026307188,0.1300779,0.05200254
0.033793278,0.15059617,0.09488403,0.028685896,0.14198188,0.056723792
0.036567617,0.16314317,0.10275292,0.031062461,0.15389755,0.061444037
0.039335646,0.17568733,0.11061594,0.033436887,0.16582465,0.06616328
0.042097274,0.18822813,0.118472844,0.035809163,0.1777629,0.07088127
0.044852898,0.200765,0.12632342,0.03817929,0.18971205,0.07559796
0.047602795,0.21329738,0.1341677,0.040547263,0.20167172,0.08031337
0.050346937,0.22582476,0.14200573,0.04291308,0.2136414,0.085027546
0.05308531,0.23834659,0.14983758,0.045276735,0.22562069,0.0897405
0.055817887,0.25086236,0.1576633,0.047638252,0.23760924,0.094452284
